idd,t1,pr1,f1,f2,f3,o_o,pw1,re,x1,x2,x1r,x2r,z,a1
C3,18422,0.0183,50,50,50,TRUE,500,31.72,48.5,31,64.5,23.9,2.86 - 62.3j,200.2
C3,18534,0.0183,50,50,50,TRUE,500,28.544,48.5,31,64.5,23.9,2.86 - 62.3j,202.8
C3,18632,0.0183,50,50,50,TRUE,500,28.544,48.5,31,64.5,23.9,2.86 - 62.3j,202.8
C3,18741,0.0183,50,50,50,TRUE,500,29.92,48.5,31,64.7,23.9,2.84 - 62.3j,202.8
C3,18850,0.0183,50,50,50,TRUE,500,29.732,48.5,31,64.7,23.9,2.84 - 62.3j,200.4
C3,18948,0.0183,50,50,50,TRUE,500,29.52,48.5,31,64.8,23.8,2.84 - 62.3j,200.4
C3,19057,0.0183,50,50,50,TRUE,500,29.124,48.5,31,64.8,23.8,2.83 - 62.3j,201.2
C3,19203,0.0183,50,50,50,TRUE,500,27.216,48.5,31,64.8,23.8,2.83 - 62.3j,201.2
C3,19281,0.0183,50,50,50,TRUE,500,27.216,48.5,31,64.9,23.8,2.83 - 62.3j,201.2
C3,19395,0.0183,50,50,50,TRUE,500,27.58,48.5,31,64.9,23.8,2.82 - 62.3j,202.4
C3,19489,0.0183,50,50,50,TRUE,500,28.256,48.5,31,64.9,23.8,2.82 - 62.3j,202.4
C3,19602,0.0183,50,50,50,TRUE,500,27.784,48.5,31,65,23.8,2.82 - 62.3j,202.4
C3,19714,0.0183,50,50,50,TRUE,500,26.456,48.5,31,65,23.8,2.82 - 62.3j,201
C3,19840,0.0183,50,50,50,TRUE,500,26.936,48.5,31,65,23.8,2.82 - 62.3j,201
C3,19952,0.0183,50,50,50,TRUE,500,26.936,48.5,31,65,23.8,2.82 - 62.3j,199.6
C3,20061,0.0183,50,50,50,TRUE,500,26.736,48.5,31,65,23.8,2.82 - 62.3j,199.6
C3,20198,0.0183,50,50,50,TRUE,500,26.736,48.5,31,65,23.8,2.82 - 62.3j,199.6
C3,20279,0.0183,50,50,50,TRUE,500,27.216,48.5,31,65,23.8,2.82 - 62.3j,200.6
C3,20390,0.0183,50,50,50,TRUE,500,28.256,48.5,31,65,23.8,2.82 - 62.3j,200.6
C3,20500,0.0183,50,50,50,TRUE,500,26.456,48.5,31,65,23.8,2.82 - 62.3j,200.6
C3,20610,0.0183,50,50,50,TRUE,500,27.3,48.5,31,65,23.8,2.82 - 62.3j,202
C3,20721,0.0183,50,50,50,TRUE,500,27.3,48.5,31,65,23.8,2.82 - 62.3j,202
C3,20833,0.0183,50,50,50,TRUE,500,26.736,48.5,31,65,23.8,2.82 - 62.3j,202
C3,20946,0.0183,50,50,50,TRUE,500,26.28,48.5,31,65,23.8,2.82 - 62.3j,202
C3,21042,0.0183,50,50,50,TRUE,500,26.936,48.5,31,65,23.8,2.82 - 62.3j,202
C3,21206,0.0183,50,50,50,TRUE,500,26.18,48.5,31,65,23.8,2.82 - 62.3j,202.8
C3,21262,0.0183,50,50,50,TRUE,500,26.936,48.5,31,65,23.8,2.82 - 62.3j,202.8
C3,21370,0.0183,50,50,50,TRUE,500,27.116,48.5,31,65,23.8,2.82 - 62.3j,202.8
C3,21481,0.0183,50,50,50,TRUE,500,27.116,48.5,31,65,23.8,2.82 - 62.3j,199.4
C3,21589,0.0183,50,50,50,TRUE,500,27.4,48.5,31,65,23.8,2.82 - 62.3j,199.4
C3,21710,0.0182,50,50,50,TRUE,500,26.08,48.5,31,65,23.8,2.82 - 62.3j,199.4
